overall,year,player_0,pos,college,weight_0,forty,vertical,bench,broad,threecone,shuttle,Height,side,team_1,pos_rk,grade
-999,0.235294118,0.957082984,0.714285714,0.177631579,0.958333333,0.999253768,0.980392157,0.976145038,0.969458988,0.998680608,0.999303178,0.963414634,1,1,0,0
-999,0.352941176,0.196814753,0.714285714,0.184210526,0.960526316,0.999323417,0.977044476,0.970419847,0.955497382,0.998621086,0.999213586,0.963414634,1,1,0,0
-999,0.764705882,0.270243085,0.142857143,0.345394737,0.923245614,0.998726432,0.983739837,0,0.97382199,0.998154835,0.998835311,0.914634146,0,1,0,0
-999,0.823529412,0.182062028,0.380952381,0.648026316,0.904239766,0.998815979,0.983739837,0.967557252,0,0,0,0.902439024,1,1,0.95557656,0.945355191
117,0,0.81022632,0.142857143,0.282894737,0.928362573,0.99879608,0.987565758,0.976145038,0.969458988,0,0,0.914634146,0,0.166666667,0.958412098,0.966302368
18,0.588235294,0.138642079,0.904761905,0.4375,0.881578947,0.998537386,0.988522238,0.970419847,0.972949389,0,0,0.865853659,0,0.666666667,0.946124764,0.992714026
-999,1,0.089354568,0.476190476,0.631578947,0.896929825,0.99878613,0.985652798,0.979007634,0.965095986,0.998204436,0.998845266,0.865853659,1,1,0,0
38,0.117647059,0.913830679,0.666666667,0.861842105,0.90497076,0.99837819,0.992826399,0.973282443,0.979930192,0.99793659,0.99872581,0.914634146,0,0.694444444,0.950850662,0.987249545
173,0.470588235,0.029840738,0.857142857,0.25,0.890350877,0.998587135,0.989478718,0.96851145,0.97382199,0.997986191,0.998636219,0.853658537,0.333333333,0.972222222,0.965028355,0.940801457
-999,1,0.536797988,1,0.292763158,0.863304094,0.998507537,0.986131038,0.969465649,0.979930192,0.997877068,0.998755674,0.841463415,1,1,0,0
60,0.470588235,0.581223806,0.714285714,0.361842105,0.973684211,0.99917417,0.980870397,0.983778626,0.962478185,0.998879013,0.999313132,0.93902439,0.333333333,0.055555556,0.949905482,0.980874317
-999,0.117647059,0.250125733,0.047619048,0.473684211,0.880847953,0.99839809,0.989956958,0.960877863,0.979057592,0,0.998556582,0.87804878,1,1,0,0
-999,0.764705882,0.516345348,0,0.391447368,0.954678363,0.999462713,0.979913917,0.973282443,0.958987784,0.999057577,0.999283268,0.93902439,1,1,0.948015123,0.962659381
16,0.352941176,0.296060352,0.142857143,0.292763158,0.924707602,0.998726432,0.988043998,0,0.969458988,0.998095314,0.998875129,0.914634146,0,0.916666667,0.945179584,0.996357013
90,0.764705882,0.860016764,0.047619048,0.131578947,0.872076023,0.998338391,0.992348159,0.969465649,0.986910995,0.997847308,0.998586446,0.87804878,0,0.833333333,0.960302457,0.970856102
-999,0.411764706,0.685331098,0.857142857,0.904605263,0.897660819,0.998726432,0.984218077,0.974236641,0.962478185,0.998065553,0.998815402,0.865853659,1,1,0,0
-999,0.941176471,0.138977368,0.619047619,0.664473684,0.961988304,0.999522412,0.981348637,0.97519084,0.956369983,0.999037737,0.999422633,0.93902439,1,1,0.963137996,0.947176685
122,0.823529412,0.592120704,0.380952381,0.894736842,0.902777778,0.998557286,0.989956958,0.97519084,0.97382199,0.99835324,0.998924902,0.890243902,0,0.055555556,0.961247637,0.938069217
-999,0.705882353,0.534450964,0.571428571,0.848684211,0.945906433,0.999223919,0,0.972328244,0,0,0,0.951219512,1,1,0,0
171,1,0.225481978,0.19047619,0.638157895,0.915204678,0.998666733,0.986609278,0.978053435,0.97556719,0.998144915,0.998735765,0.914634146,0,0.055555556,0.95557656,0.969034608
-999,0.882352941,0.64341995,0.047619048,0.391447368,0.885964912,0.998477688,0.991869919,0.967557252,0.984293194,0.997986191,0.998546627,0.902439024,1,1,0,0
167,0.176470588,0.599664711,0.904761905,0.401315789,0.891081871,0.998557286,0.989000478,0.972328244,0.964223386,0.997976271,0.99874572,0.87804878,0,0.138888889,0.957466919,0.958105647
-999,0.176470588,0.738977368,0.761904762,0.924342105,0.914473684,0.999005025,0,0,0,0,0,0.902439024,1,1,0,0
-999,1,0.684828164,0.333333333,0.986842105,0.907163743,0.998915477,0.984696318,0.974236641,0.969458988,0.998174676,0.998785538,0.902439024,1,1,0,0
133,0.588235294,0.738474434,0.047619048,0.907894737,0.869152047,0.998437889,0.987087518,0.96851145,0.976439791,0.998095314,0.998845266,0.841463415,0,0.277777778,0.962192817,0.964480874
-999,1,0.977032691,1,0.351973684,0.864766082,0.998527436,0.985174558,0.966603053,0.976439791,0.998174676,0.998785538,0.841463415,1,1,0.987712665,0.938979964
-999,0.235294118,0.358424141,0.666666667,0.565789474,0.909356725,0.998607034,0,0,0,0,0,0.890243902,1,1,0,0
-999,0.117647059,0.540486169,0.428571429,0.648026316,0.883040936,0,0,0,0,0,0,0.890243902,1,1,0,0
204,0.705882353,0.527912825,0.904761905,0.677631579,0.877192982,0.998497587,0,0,0,0,0,0.87804878,0,0.527777778,0.964083176,0.946265938
68,0.470588235,0.277954736,1,0.648026316,0.884502924,0.998348341,0.990435198,0.966603053,0.979057592,0.998006032,0.9985964,0.902439024,0.333333333,0.333333333,0.965028355,0.961748634
-999,1,0.057334451,1,0.111842105,0.879385965,0.998457788,0.987565758,0.967557252,0.976439791,0.998095314,0.998765629,0.865853659,1,1,0,0
181,0.882352941,0.445934619,0.904761905,0.470394737,0.869883041,0.998646833,0.987087518,0.970419847,0.977312391,0,0,0.853658537,0,0.083333333,0.956521739,0.970856102
40,1,0.80217938,0.095238095,0.131578947,0.874269006,0.998447838,0.988522238,0.964694656,0.984293194,0.997758025,0.998715856,0.865853659,0,0.027777778,0.947069943,0.984517304
61,0.941176471,0.611399832,0.047619048,0.398026316,0.874269006,0.998417989,0.989478718,0,0.979057592,0.997916749,0.998805447,0.87804878,0,0.916666667,0.9536862,0.97723133
3,0.941176471,0.471416597,0.047619048,0.648026316,0.880116959,0.998437889,0.994739359,0.963740458,0.989528796,0,0,0.890243902,0,0.277777778,0.945179584,0.995446266
-999,0.352941176,0.552388935,0.666666667,0.825657895,0.918128655,0.998726432,0.987565758,0.977099237,0.970331588,0.998015952,0.998606355,0.902439024,1,1,0,0
130,0.647058824,0.910477787,0.714285714,0.746710526,0.954678363,0.999044824,0.985174558,0.977099237,0.970331588,0.998869092,0.999104085,0.93902439,0.333333333,0.833333333,0.970699433,0.93989071
-999,0.235294118,0.39782062,0.904761905,0.940789474,0.879385965,0.998587135,0.986609278,0.96851145,0.972076789,0.998045712,0,0.87804878,1,1,0,0
136,0.882352941,0.706621961,0.714285714,0.648026316,0.958333333,0.999223919,0.986609278,0.971374046,0.972949389,0.998680608,0.999153858,0.951219512,0.333333333,0.166666667,0.948960302,0.97723133
-999,0.176470588,0.166974015,0.047619048,0.401315789,0.873538012,0.998636884,0.986609278,0.965648855,0.965968586,0,0,0.865853659,1,1,0,0
-999,0.882352941,0.248113998,0.904761905,0.450657895,0.875,0.998318492,0.993304639,0.963740458,0.981675393,0.998006032,0.998586446,0.865853659,0,1,0,0
242,0.058823529,0.84744342,0,0.101973684,0.964912281,0.999243819,0,0.979961832,0,0,0,0.926829268,0.333333333,0.777777778,0.948960302,0.969945355
-999,0.882352941,0.229002515,1,0.506578947,0.877923977,0.998507537,0.987565758,0.963740458,0.97556719,0.998035792,0.998974675,0.902439024,1,1,0.983931947,0.944444444
126,0.352941176,0.019614417,0.047619048,0.355263158,0.881578947,0.998278693,0.989478718,0,0.976439791,0.997817547,0.998765629,0.87804878,0,0.222222222,0.95557656,0.973588342
-999,0.882352941,0.400502934,0.619047619,0.947368421,0.950292398,0.998975175,0.987087518,0.990458015,0.969458988,0.999027816,0.999382814,0.926829268,1,1,0.964083176,0.93989071
34,1,0.342665549,1,0.506578947,0,0.998308542,0.989956958,0.969465649,0.977312391,0.997609222,0.998516764,0,0.333333333,0.666666667,0.948015123,0.991803279
140,0.294117647,0.511986588,1,0,0.865497076,0.998298592,0.989000478,0,0.978184991,0.997787786,0.9985964,0.865853659,0.333333333,0.138888889,0.958412098,0.969034608
-999,0.117647059,0.075272422,0.80952381,0.855263158,0.895467836,0.998527436,0.986609278,0,0.971204188,0.997916749,0.998705901,0.926829268,1,1,0,0
165,0.823529412,0.465381391,0.952380952,0.595394737,0.894736842,0.998497587,0.988522238,0.970419847,0.977312391,0.997906829,0.99872581,0.865853659,0.333333333,0.75,0.945179584,0.962659381
151,0.647058824,0.264207879,0.238095238,0.805921053,0.955409357,0.999333366,0.983261597,0.985687023,0.961605585,0,0,0.890243902,0,0.361111111,0.960302457,0.954462659
130,0.588235294,0.442078793,0.857142857,0.986842105,0.879385965,0.998527436,0.986131038,0.97519084,0.971204188,0.998025872,0.998646173,0.841463415,0.333333333,0.583333333,0.964083176,0.944444444
-999,0.058823529,0.372841576,0.142857143,0.769736842,0.93128655,0.998636884,0,0,0,0,0,0.93902439,1,1,0.959357278,0.961748634
-999,1,0.958256496,1,0.901315789,0.869152047,0.998577185,0.985652798,0.959923664,0.976439791,0.998105234,0.998805447,0.890243902,1,1,0.962192817,0.971766849
86,0.941176471,0.996479464,0.857142857,0.904605263,0.893274854,0.998607034,0.987087518,0.971374046,0,0,0.998815402,0.841463415,0.333333333,0.083333333,0.949905482,0.982695811
-999,0.588235294,0.738809723,0.952380952,0.457236842,0.926900585,0.998845829,0,0.967557252,0,0,0,0.93902439,1,1,0,0
246,0.705882353,0.956412406,0.666666667,0.825657895,0.904239766,0.998766231,0.985174558,0.974236641,0.969458988,0.998164755,0.998944812,0.87804878,0,0.75,0.948960302,0.965391621
38,0.176470588,0.99379715,0.952380952,0.039473684,0.917397661,0.998825929,0.988043998,0,0.972076789,0.997986191,0.998865175,0.926829268,0.333333333,0.694444444,0.946124764,0.987249545
164,0.294117647,0.913998324,0.761904762,0.720394737,0.894736842,0.99878613,0,0.971374046,0,0,0,0.926829268,0.666666667,0.611111111,0.947069943,0.945355191
-999,0.941176471,0.865381391,0.80952381,0.476973684,0.885233918,0.998666733,0.985174558,0,0.972949389,0.998115154,0.998944812,0.890243902,1,1,0.959357278,0.938069217
44,0.529411765,0.573512154,0.238095238,0.700657895,0.948830409,0.999034874,0,0,0,0,0,0.914634146,0,0.111111111,0.949905482,0.988160291
120,0.176470588,0.074434199,0.142857143,0.470394737,0.928362573,0.998646833,0.987087518,0.974236641,0.968586387,0,0,0.926829268,0,0.833333333,0.958412098,0.969945355
169,0.470588235,0.064543168,0.047619048,0.115131579,0.869883041,0.998437889,0.988522238,0.971374046,0.97469459,0.99794651,0.998476945,0.853658537,0,0.055555556,0.964083176,0.964480874
-999,0.117647059,0.050796312,1,0.0625,0.902046784,0.998437889,0.985652798,0,0.968586387,0,0,0.926829268,1,1,0,0
238,0.411764706,0.237552389,0.952380952,0.338815789,0.912280702,0.998736381,0,0.970419847,0,0,0,0.926829268,0.333333333,0.888888889,0.9536862,0.954462659
42,0.294117647,0.421458508,0.047619048,0.664473684,0.881578947,0.998636884,0,0,0,0,0,0.853658537,0,0.083333333,0.950850662,0.983606557
112,0.529411765,0.958424141,0.80952381,0.046052632,0.887426901,0.998905527,0.982783357,0,0.969458988,0.998194516,0.998835311,0.902439024,0.333333333,0.694444444,0.948015123,0.980874317
77,0.764705882,0.225817267,0.142857143,0.848684211,0.924707602,0.998716482,0.989956958,0.970419847,0.979057592,0.998006032,0.998825356,0.93902439,0,0.111111111,0.95463138,0.976320583
-999,0.529411765,0.518692372,0.904761905,0.253289474,0.888888889,0.998597085,0.992348159,0,0,0,0,0.87804878,1,1,0,0
232,0.117647059,0.377200335,0.047619048,0.450657895,0.873538012,0.99837819,0.995217599,0.970419847,0.984293194,0,0,0.853658537,0,0.638888889,0.963137996,0.962659381
214,0.176470588,0.172003353,0.714285714,0.276315789,0.960526316,0.999572161,0.981826877,0.973282443,0.956369983,0.999067497,0.999362905,0.951219512,0.333333333,0.888888889,0.960302457,0.954462659
-999,0.470588235,0.827326069,0.666666667,0.398026316,0.899853801,0.998756281,0.988043998,0.981870229,0.970331588,0.998184596,0.998795493,0.865853659,1,1,0,0
84,0.294117647,0.71969824,1,0.506578947,0.875730994,0.998288642,0.993782879,0.966603053,0.984293194,0.997877068,0.998715856,0.87804878,0.333333333,0.75,0.963137996,0.962659381
-999,0.117647059,0.378206203,0.333333333,0.032894737,0.902046784,0.998686633,0.989956958,0.972328244,0.97382199,0.997976271,0.998825356,0.902439024,1,1,0,0
-999,0.294117647,0.514836547,0,0.651315789,0.942982456,0.999044824,0.983739837,0.982824427,0.963350785,0.998432602,0.999044358,0.902439024,1,1,0,0
10,0.235294118,0.481978206,0.380952381,0.832236842,0.907163743,0.998497587,0.986131038,0,0.971204188,0.998283798,0.998735765,0.890243902,0,0.583333333,0.946124764,0.995446266
158,0.235294118,0.581559095,0.952380952,0.483552632,0.921783626,0.998547336,0.982305117,0.974236641,0.97469459,0.998224277,0.998825356,0.951219512,0.333333333,0.138888889,0.952741021,0.965391621
-999,0.176470588,0.259513831,1,0.608552632,0.873538012,0.998656783,0,0,0,0.997916749,0.998656128,0.890243902,1,1,0.970699433,0.947176685
-999,0.882352941,0.773679799,0.285714286,0.901315789,0.916666667,0.998646833,0.989478718,0.982824427,0.97556719,0,0,0.926829268,1,1,0.960302457,0.9571949
-999,0.235294118,0.617937972,0.80952381,0.470394737,0.889619883,0.99880603,0.979913917,0,0.963350785,0.998313559,0.998765629,0.914634146,1,1,0,0
-999,0.941176471,0.48868399,0.857142857,0.819078947,0.882309942,0.998567235,0.989956958,0.971374046,0.983420593,0,0.998636219,0.853658537,1,1,0,0
-999,0.588235294,0.911483655,0.142857143,0.782894737,0.920321637,0.998905527,0.981826877,0.969465649,0.966841187,0,0,0.926829268,1,1,0,0
215,0.470588235,0.605364627,0.238095238,0.845394737,0.944444444,0.998955276,0.988043998,0.979961832,0.968586387,0.998462363,0.999283268,0.93902439,0,0.527777778,0.962192817,0.948087432
4,0.117647059,0.217602682,0.714285714,0.921052632,0.958333333,0.999034874,0,0,0,0,0,0.951219512,0.333333333,0.666666667,0.945179584,0.999089253
-999,0.941176471,0.460184409,0.047619048,0.0625,0.864035088,0.998348341,0.989478718,0.963740458,0.979930192,0,0,0.829268293,1,1,0.959357278,0.967213115
-999,0.529411765,0.112657167,0,0.638157895,0.951754386,0.999283618,0.979913917,0,0.957242583,0.99877981,0.999153858,0.914634146,1,1,0,0
165,0.882352941,0.495725063,0.19047619,0.470394737,0.93128655,0,0.981348637,0.974236641,0.966841187,0,0,0.926829268,0,0.222222222,0.957466919,0.971766849
-999,0.588235294,0.590611903,0.904761905,0.914473684,0.881578947,0.998656783,0.990435198,0.976145038,0.982547993,0,0,0.87804878,1,1,0.965028355,0.940801457
59,0.352941176,0.725062867,0.857142857,0.832236842,0.894736842,0.998447838,0.994739359,0.973282443,0.979930192,0.997847308,0.998586446,0.87804878,0.333333333,0.194444444,0.950850662,0.979052823
36,0.941176471,0.987259011,0.904761905,0.013157895,0.877192982,0.998587135,0.989956958,0.971374046,0.978184991,0,0,0.87804878,0,0.638888889,0.945179584,0.992714026
208,0.411764706,0.384911987,0.80952381,0.013157895,0.891081871,0.99879608,0.987087518,0,0.965095986,0.998085393,0.998895039,0.902439024,0.333333333,0.666666667,0.9536862,0.954462659
-999,0.176470588,0.552221291,0.714285714,0.009868421,0.969298246,0.999383115,0.981348637,0,0.961605585,0.999295663,0.999442542,0.926829268,1,1,0.95557656,0.964480874
109,0.647058824,0.188264878,0.904761905,0.131578947,0.889619883,0.998507537,0.990913439,0.974236641,0.976439791,0.998184596,0.998715856,0.902439024,0,0.361111111,0.95463138,0.966302368
-999,1,0.053478625,0.476190476,0.480263158,0.889619883,0.998756281,0,0,0,0,0,0.865853659,1,1,0,0
165,0.647058824,0.097736798,0.761904762,0.171052632,0.897660819,0.999134371,0,0,0,0,0,0.93902439,0.666666667,0.805555556,0.948015123,0.938069217
-999,0.764705882,0.153394803,0.952380952,0.555921053,0.906432749,0.998636884,0,0.971374046,0,0,0,0.914634146,1,1,0.960302457,0.947176685
245,0.470588235,0.941156748,0.047619048,0.032894737,0.870614035,0.998477688,0.988522238,0.970419847,0.972949389,0.997847308,0.998447081,0.853658537,0,0.194444444,0.965028355,0.963570128
-999,1,0.215088013,0.476190476,0.805921053,0.902777778,0.998557286,0.991391679,0.974236641,0.97382199,0.997976271,0.998705901,0.914634146,1,1,0,0
17,0.647058824,0.061022632,0.142857143,0.664473684,0.94371345,0.999014974,0.988043998,0.976145038,0.97382199,0.998541725,0.998974675,0.963414634,0,0.805555556,0.947069943,0.992714026
54,0.235294118,0.456328583,0.142857143,0.233552632,0.929824561,0.998716482,0.979913917,0.970419847,0.979057592,0.998263958,0.998765629,0.93902439,0,0.916666667,0.951795841,0.985428051
156,0.294117647,0.36898575,0.714285714,0.588815789,0.956140351,0.999273668,0.976566236,0.971374046,0.953752182,0.998839332,0.999323087,0.975609756,0.333333333,0.027777778,0.967863894,0.953551913
34,0.470588235,0.191450126,0.952380952,0.805921053,0.910818713,0.998467738,0,0.979007634,0,0,0,0.951219512,0.333333333,0.361111111,0.945179584,0.990892532
-999,0.705882353,0.378876781,0.142857143,0.259868421,0.938596491,0.998895577,0.984218077,0.972328244,0.971204188,0.998502044,0.999223541,0.93902439,1,1,0.972589792,0.93989071
-999,0.294117647,0.268901928,0.952380952,0.220394737,0.917397661,0.998736381,0.983739837,0.969465649,0.970331588,0.998254038,0.999004539,0.926829268,0.333333333,1,0,0
-999,0.941176471,0.950544845,0.619047619,0.516447368,0.959064327,0,0,0.963740458,0,0,0,0.914634146,1,1,0.952741021,0.938979964
-999,0.411764706,0.848784577,0.80952381,0.986842105,0.885233918,0.998875678,0.983739837,0,0.972949389,0.997817547,0.998566537,0.902439024,1,1,0.957466919,0.938979964
245,0.647058824,0.937468567,1,0.983552632,0.88377193,0.99836824,0.991869919,0.96851145,0.978184991,0.99793659,0.998526718,0.87804878,0.333333333,0.916666667,0.961247637,0.970856102
-999,0.470588235,0.10729254,0.666666667,0.684210526,0.915935673,0.99880603,0.987087518,0.97519084,0.97382199,0.998333399,0.99872581,0.902439024,1,1,0.962192817,0.948998179
121,1,0.530930427,0.666666667,0.009868421,0.923245614,0.998756281,0.987087518,0.96851145,0.97382199,0,0,0.93902439,0,0.388888889,0.951795841,0.963570128
202,0.882352941,0.404526404,0.714285714,0.648026316,0.953216374,0.999044824,0.981348637,0.97519084,0.972076789,0.998869092,0.999462451,0.951219512,0.333333333,0.527777778,0.959357278,0.965391621
23,0.176470588,0.331433361,1,0.398026316,0.891812865,0.998467738,0.987087518,0,0.980802792,0.997787786,0.998795493,0.902439024,0.333333333,0.416666667,0.946124764,0.995446266
198,0,0.578373847,0.904761905,0.664473684,0.879385965,0.998557286,0.990913439,0.963740458,0.977312391,0.998254038,0.998516764,0.87804878,0,0.805555556,0.967863894,0.943533698
124,0.588235294,0.271416597,0.857142857,0.664473684,0.85745614,0.998348341,0.986131038,0.960877863,0.979930192,0,0,0.841463415,0.333333333,0.416666667,0.9536862,0.969034608
-999,0.411764706,0.472590109,0.80952381,0.25,0.889619883,0.99878613,0.985174558,0,0.971204188,0.997847308,0.998606355,0.93902439,1,1,0,0
-999,0.941176471,0.852305113,0.952380952,0.476973684,0.907163743,0,0,0.970419847,0,0,0,0.93902439,1,1,0.958412098,0.949908925
-999,0.176470588,0.272925398,0.047619048,0.361842105,0.871345029,0.998437889,0,0.966603053,0,0,0,0.865853659,1,1,0,0
60,0.764705882,0.167644593,0.047619048,0.177631579,0.877923977,0.99838814,0.988522238,0.96851145,0.986910995,0.997787786,0.998586446,0.87804878,0,0.222222222,0.951795841,0.985428051
-999,0.529411765,0.779715004,0.761904762,0.657894737,0.868421053,0.998815979,0,0,0,0,0,0.890243902,1,1,0.946124764,0.954462659
-999,0.176470588,0.51349539,0.380952381,0.930921053,0.899122807,0.998955276,0.992348159,0.978053435,0.972076789,0.998095314,0.998775583,0.853658537,1,1,0.951795841,0.960837887
82,0.294117647,0.29706622,1,0.677631579,0.872076023,0.998427939,0.987087518,0.967557252,0,0,0,0.865853659,0.333333333,0.277777778,0.952741021,0.980874317
186,0.470588235,0.437720034,0.952380952,0.651315789,0.914473684,0.99838814,0.989956958,0.976145038,0.978184991,0.997738185,0.998556582,0.926829268,0.333333333,0.222222222,0.949905482,0.967213115
177,0.470588235,0.554065381,0.904761905,0.694078947,0.876461988,0.998477688,0.993304639,0.971374046,0.986038394,0.997767946,0.99874572,0.87804878,0,0,0.95463138,0.961748634
109,0.882352941,0.605029338,0.904761905,0.483552632,0.885964912,0.998477688,0.988522238,0.974236641,0.97469459,0,0,0.865853659,0,0.361111111,0.958412098,0.966302368
1,0.411764706,0.139480302,0.80952381,0.0625,0.911549708,0.998517487,0.989000478,0,0.981675393,0.997896909,0.998626264,0.93902439,0.333333333,0.111111111,0.946124764,0.994535519
27,0.235294118,0.054149204,0.047619048,0.032894737,0.869883041,0.998408039,0.989478718,0.972328244,0.983420593,0,0.998526718,0.87804878,0,0.777777778,0.950850662,0.988160291
-999,0.352941176,0.856663873,1,0.276315789,0.879385965,0.998557286,0.989956958,0.966603053,0.972076789,0.998194516,0.998835311,0.914634146,1,1,0,0
249,0.470588235,0.932271584,0.238095238,0.769736842,0.951023392,0.999074673,0.980392157,0.981870229,0.960732984,0,0,0.926829268,0,0.027777778,0.972589792,0.93715847
46,0.705882353,0,0.238095238,0.013157895,0.954678363,0.999154271,0.980392157,0.974236641,0.964223386,0.99876989,0.999183722,0.926829268,0,0.277777778,0.949905482,0.988160291
-999,0.882352941,0.616932104,0.80952381,0.914473684,0.898391813,0.998865728,0.983739837,0,0.964223386,0.998482203,0.998974675,0.926829268,1,1,0,0
187,0.235294118,0.508298407,0,0.638157895,0.950292398,0.999303517,0.984218077,0.973282443,0.961605585,0.998591326,0.998994585,0.914634146,0.333333333,0.555555556,0.947069943,0.969034608
-999,0.588235294,0.355238894,0.142857143,0.957236842,0.925438596,0.998855778,0.983261597,0.971374046,0.967713787,0.998273878,0.99911404,0.914634146,1,1,0.967863894,0.942622951
-999,0.529411765,0.107460184,0.666666667,0.039473684,0.893274854,0.998696582,0,0,0.971204188,0,0,0.865853659,1,1,0,0
-999,0.705882353,0.111986588,0.857142857,0.769736842,0.891081871,0.998497587,0.990435198,0.973282443,0.97469459,0.998055633,0.998775583,0.890243902,1,1,0.960302457,0.954462659
-999,1,0.930092205,0.333333333,0.398026316,0.897660819,0.998815979,0.989478718,0.976145038,0.969458988,0.998184596,0.998825356,0.87804878,1,1,0.946124764,0.93715847
182,0.470588235,0.216093881,0.857142857,0.848684211,0.880847953,0.998358291,0.986609278,0.973282443,0.971204188,0.998144915,0,0.853658537,0.333333333,0.416666667,0.957466919,0.955373406
-999,0.764705882,0.563956412,1,0.075657895,0.863304094,0.99836824,0.990913439,0.965648855,0.97556719,0,0,0.865853659,1,1,0,0
-999,0,0.459681475,0.857142857,0.631578947,0.88377193,0.998636884,0.984218077,0,0.968586387,0.998323479,0.998566537,0.853658537,1,1,0,0
114,0.058823529,0.483319363,1,0.381578947,0.862573099,0.998238894,0.989478718,0,0.979057592,0,0,0.865853659,0.333333333,0.333333333,0.952741021,0.984517304
10,0.647058824,0.921877619,0.857142857,0.282894737,0.89254386,0.998477688,0,0.969465649,0,0,0,0.890243902,0.333333333,0.861111111,0.945179584,0.993624772
101,0.647058824,0.945180218,0.142857143,0.046052632,0.924707602,0.998885628,0.990435198,0.979961832,0.977312391,0.998313559,0.998845266,0.902439024,0,0.583333333,0.950850662,0.982695811
117,0.941176471,0.222799665,0.19047619,0.769736842,0.918859649,0.998686633,0.988522238,0.972328244,0.979057592,0.998224277,0.998885084,0.93902439,0,0.555555556,0.956521739,0.970856102
121,0.882352941,0.94233026,0.952380952,0.960526316,0.925438596,0.998845829,0.985174558,0.976145038,0.97382199,0.998154835,0.998825356,0.914634146,0.333333333,0.666666667,0.95557656,0.964480874
-999,0.764705882,0.826152557,0.857142857,0.960526316,0.89619883,0.998696582,0.986609278,0.973282443,0,0,0,0.853658537,1,1,0,0
206,0.058823529,0.509974853,0.666666667,0.447368421,0.904239766,0.998626934,0.989000478,0.979007634,0.965095986,0.998452442,0.998586446,0.87804878,1,0.277777778,0.956521739,0.966302368
145,0.352941176,0.750209556,0.047619048,0.450657895,0.879385965,0.99837819,0,0,0,0,0,0.865853659,0,0.527777778,0.972589792,0.942622951
206,0.470588235,0.620955574,1,0.641447368,0.870614035,0.99838814,0.986609278,0.963740458,0,0,0,0.865853659,0.333333333,0.361111111,0.965973535,0.960837887
150,0.117647059,0.457502096,0.952380952,0.986842105,0.924707602,0.99879608,0.986609278,0.97519084,0.972076789,0.998283798,0.99874572,0.914634146,0.333333333,0.666666667,0.964083176,0.93715847
-999,0.352941176,0.464543168,0.238095238,0.220394737,0.959064327,0.999054773,0.986131038,0.981870229,0.958987784,0.998799651,0.999084176,0.914634146,1,1,0,0
79,0.529411765,0.673763621,1,0.671052632,0.868421053,0.998408039,0.990913439,0.972328244,0.976439791,0.997777866,0.998466991,0.865853659,0.333333333,0.75,0.95463138,0.97723133
-999,0.823529412,0.775691534,1,0.684210526,0.870614035,0.998457788,0.986609278,0.964694656,0.976439791,0.997867148,0.99872581,0.829268293,1,1,0.981096408,0.938979964
